date,ticker,side,entry_time,exit_time,entry_price,exit_price,shares,pnl,commissions
2024-04-03,PHUN,long,12:27:21,12:59:26,14.9274,15.024,573,55.35,0.0151
2024-04-03,PHUN,short,13:00:12,16:03:33,14.2364,14.0364,425,85.0,0.0106
2024-04-03,OCEA,long,13:08:21,13:08:44,3.43,3.4313,150,0.2,0.0042
2024-04-03,OCEA,long,15:45:35,15:47:55,4.28,4.3929,70,7.9,0.002
2024-04-03,OCEA,long,15:50:19,15:51:26,4.14,4.1636,70,1.65,0.002
2024-05-03,PHUN,long,08:23:00,08:23:38,15.655,15.705,140,7.0,0.004
2024-05-03,AISP,long,08:34:10,08:39:46,2.2123,2.2471,650,22.59,0.0181
2024-05-03,AISP,long,08:43:49,08:45:10,2.36,2.443,100,8.3,0.0029
2024-05-03,AISP,long,08:47:41,09:08:54,3.0375,3.1273,305,27.37,0.0082
2024-05-03,AISP,long,09:30:16,09:30:36,3.0649,3.1088,200,8.77,0.0058
2024-05-03,PHUN,short,09:32:08,11:29:32,16.5029,15.7541,105,78.62,0.0024
2024-05-03,AISP,long,09:32:49,09:34:26,3.265,3.1867,400,-31.33,0.0115
2024-05-03,AISP,long,09:37:04,09:39:11,3.065,3.115,140,7.0,0.0038
2024-05-03,OCEA,long,09:56:23,09:57:24,4.87,4.8865,140,2.31,0.0039
2024-05-03,AISP,short,09:58:53,10:04:38,2.9975,3.0888,200,-18.27,0.0054
2024-05-03,AISP,long,10:07:21,10:12:28,3.075,3.1214,200,9.28,0.0058
2024-05-03,AISP,short,10:14:26,10:18:36,2.9392,3.0128,65,-4.78,0.0017
2024-05-03,AISP,long,10:18:43,10:25:27,3.1777,3.1239,235,-12.63,0.0065
2024-05-03,AISP,long,10:27:27,10:34:10,3.01,3.1144,100,10.44,0.0027
2024-05-03,AISP,long,10:36:13,11:12:26,3.3446,3.3957,1175,60.13,0.0333
2024-05-03,DTSS,short,11:20:34,11:42:57,10.8435,12.1268,230,-295.16,0.0062
2024-05-03,DTSS,long,11:43:07,11:58:37,11.6289,11.8535,260,58.38,0.0065
2024-05-03,OCEA,long,12:08:48,12:18:55,6.8671,6.8782,920,10.18,0.0262
2024-05-03,DTSS,short,12:17:02,13:04:56,10.72,10.4455,75,20.59,0.0019
2024-05-03,OCEA,long,12:25:50,12:28:20,6.27,6.3092,60,2.35,0.0017
2024-05-03,PHUN,short,12:26:37,13:03:00,14.8544,14.5504,45,13.68,0.0009
2024-05-03,OCEA,long,13:04:26,13:07:32,6.43,6.5444,70,8.01,0.0021
2024-05-03,AISP,long,13:47:19,14:04:43,3.4178,3.5735,90,14.01,0.0021
2024-05-03,OCEA,short,13:53:25,15:03:08,5.8,5.4282,50,18.59,0.0011
2024-05-03,AISP,long,14:04:50,15:37:33,4.6875,4.7119,3250,79.35,0.0899
2024-05-03,AISP,long,15:47:05,16:00:18,5.1123,5.1447,290,9.41,0.0084
2024-05-03,AISP,long,16:51:35,16:59:47,5.5412,5.5483,255,1.81,0.0071
2024-06-03,AISP,long,07:23:58,07:46:35,7.5242,7.5747,538,27.17,0.015
2024-06-03,AISP,long,07:59:36,08:27:33,8.0499,8.1189,815,56.28,0.0222
2024-06-03,AISP,long,09:04:36,09:08:43,8.085,8.1039,140,2.64,0.0038
2024-06-03,AISP,long,09:21:22,09:26:27,8.3392,8.3301,260,-2.37,0.007
2024-06-03,AISP,long,09:30:13,09:33:19,8.1934,8.1494,480,-21.1,0.0135
2024-06-03,AISP,short,09:33:38,10:40:49,7.8516,7.5988,305,77.12,0.0083
2024-06-03,RVSN,short,09:56:11,10:29:50,4.2108,4.1817,407,11.84,0.0104
2024-06-03,NKGN,short,10:20:08,10:24:22,1.7365,1.8901,170,-26.11,0.0048
2024-06-03,NKGN,long,10:24:42,10:50:35,2.19,2.2509,980,59.71,0.0277
2024-06-03,APM,long,10:52:56,11:05:45,5.0024,5.0079,360,1.96,0.0094
2024-06-03,AISP,short,11:00:39,11:09:03,7.7094,7.7622,85,-4.49,0.0024
2024-06-03,APM,long,11:07:55,11:16:26,5.6061,5.7776,190,32.59,0.0051
2024-06-03,MEDS,long,11:09:15,11:10:15,13.39,13.912,10,5.22,0.0003
2024-06-03,APM,long,11:16:56,11:39:16,7.5882,8.0183,95,40.86,0.0021
2024-06-03,NKGN,long,11:35:46,11:38:02,2.6467,2.6694,210,4.77,0.0059
2024-06-03,NKGN,long,11:41:59,11:43:41,2.32,2.3956,100,7.56,0.0029
2024-06-03,NKGN,long,11:44:49,11:52:06,2.8767,2.9945,105,12.37,0.0027
2024-06-03,APM,long,11:47:43,11:51:04,13.69,14.6803,30,29.71,0.0004
2024-06-03,APM,long,11:51:18,12:02:22,14.43,14.8423,13,5.36,0.0001
2024-06-03,NKGN,long,11:57:23,12:10:07,3.0235,2.9774,740,-34.1,0.02
2024-06-03,APM,long,12:07:23,12:45:37,11.3333,11.642,64,19.76,0.0007
2024-06-03,NKGN,long,12:14:40,12:16:45,3.11,3.1953,70,5.97,0.0022
2024-06-03,NKGN,short,12:18:10,12:18:13,3.76,3.78,1,-0.02,0.0
2024-06-03,NKGN,long,12:21:35,12:24:32,3.2688,3.3417,170,12.39,0.0049
2024-06-03,NKGN,long,12:46:13,12:47:55,3.3767,3.3733,150,-0.5,0.0043
2024-06-03,APM,long,12:48:31,12:57:49,11.7614,12.3086,14,7.66,0.0002
2024-06-03,NKGN,long,12:59:53,13:07:19,3.0393,3.1461,135,14.42,0.004
2024-06-03,AISP,short,13:11:52,13:53:09,7.3926,7.2447,140,20.72,0.0038
2024-06-03,APM,long,13:58:05,14:01:17,11.1423,11.4523,22,6.82,0.0005
2024-06-03,NKGN,short,14:26:06,15:06:48,2.2983,2.2751,120,2.79,0.0033
2024-06-03,APM,short,15:04:54,15:27:57,10.3457,10.4609,35,-4.03,0.0006
2024-07-03,BREA,long,05:45:33,06:08:27,2.8584,2.8861,750,20.78,0.0207
2024-07-03,IPA,long,07:23:06,07:41:39,2.8137,2.7963,990,-17.24,0.0276
2024-07-03,NKGN,short,07:56:45,08:13:09,2.465,2.3429,200,24.43,0.0051
2024-07-03,NKGN,short,08:25:01,08:38:26,2.28,2.2195,100,6.05,0.0025
2024-07-03,NKGN,short,08:49:13,08:54:46,2.32,2.2129,70,7.5,0.0018
2024-07-03,LYT,long,09:11:42,09:23:17,9.85,10.0593,30,6.28,0.0006
2024-07-03,CELZ,long,09:25:43,09:28:22,7.62,8.1218,50,25.09,0.0012
2024-07-03,NKGN,short,09:30:33,09:41:33,2.22,2.07,70,10.5,0.002
2024-07-03,PHUN,short,09:34:15,09:41:26,11.87,11.3979,70,33.05,0.0019
2024-07-03,CELZ,long,09:42:23,09:58:02,9.1629,8.5029,21,-13.86,0.0003
2024-07-03,LYT,long,09:42:59,09:47:29,11.8393,12.0922,170,42.99,0.0047
2024-07-03,IPA,short,09:45:46,10:07:01,2.3,2.0857,70,15.0,0.0018
2024-07-03,APM,short,09:50:05,10:15:55,6.33,7.302,60,-58.32,0.0017
2024-07-03,OCEA,short,09:55:10,10:17:28,5.2405,5.0757,195,32.13,0.0053
2024-07-03,IMRN,short,10:08:18,10:42:11,4.2458,3.9693,165,45.61,0.0045
2024-07-03,MNMD,long,10:29:30,10:29:56,9.24,9.367,70,8.89,0.0019
2024-07-03,MNMD,long,10:35:12,10:51:34,9.8256,9.6198,545,-112.14,0.0152
2024-07-03,LYT,long,10:54:02,11:12:43,13.239,13.5818,280,96.0,0.0067
2024-07-03,LYT,long,11:32:04,11:40:26,15.5382,16.0502,55,28.16,0.0009
2024-07-03,LYT,long,11:46:57,12:01:26,16.3722,17.0076,45,28.59,0.0008
2024-07-03,PIK,long,13:05:13,13:12:32,4.515,4.5943,140,11.11,0.0035
2024-07-03,LYT,long,13:07:02,13:11:53,14.295,14.1629,70,-9.25,0.0019
2024-07-03,PIK,long,13:17:40,13:26:15,4.9636,5.0321,110,7.53,0.0029
2024-07-03,IMRN,long,14:10:17,14:25:33,4.9761,4.9745,710,-1.16,0.0194
2024-07-03,IMRN,short,14:26:22,14:55:45,4.9912,4.7909,130,26.03,0.0035
2024-07-03,IMRN,short,15:19:18,15:47:22,3.9967,3.9356,45,2.75,0.0012
2024-07-03,NXU,short,15:39:32,15:44:21,1.0171,0.9464,240,16.96,0.0066
2024-07-03,AIMD,long,16:26:18,16:36:23,2.2213,2.2358,530,7.7,0.0149
2024-07-03,AIMD,long,16:43:57,16:45:24,2.26,2.27,70,0.7,0.002
2024-07-03,IMRN,long,16:45:10,16:48:27,5.9767,6.196,75,16.45,0.0021
2024-08-03,PBM,long,07:51:29,08:00:43,2.5156,2.6224,365,38.98,0.01
2024-08-03,PBM,long,08:06:49,08:12:37,2.9283,2.9717,290,12.58,0.0081
2024-08-03,PBM,long,08:20:31,08:26:24,2.6883,2.7072,600,11.34,0.0169
2024-08-03,PBM,long,08:42:22,08:43:20,2.54,2.54,100,0.0,0.0029
2024-08-03,AIMD,long,08:45:52,08:48:19,2.77,2.7473,200,-4.55,0.0057
2024-08-03,AIMD,long,08:56:34,09:22:36,3.0818,3.0936,1020,12.12,0.0285
2024-08-03,SGD,long,09:30:28,09:37:14,1.3,1.3374,300,11.23,0.0084
2024-08-03,APM,long,09:32:14,09:40:19,7.52,8.486,30,28.98,0.0007
2024-08-03,PBM,long,09:35:02,09:45:46,3.0838,3.0438,625,-25.01,0.0176
2024-08-03,SGD,short,09:37:31,09:44:36,1.2735,1.5052,170,-39.39,0.0047
2024-08-03,SGD,long,09:49:58,10:51:40,1.7371,1.9684,175,40.46,0.0046
2024-08-03,APM,short,09:53:51,10:52:44,10.7429,9.5874,35,40.44,0.0008
2024-08-03,PBM,long,10:03:16,10:07:09,3.2971,3.2995,240,0.59,0.0069
2024-08-03,PBM,long,10:13:40,10:48:58,3.6702,3.7462,669,50.89,0.0181
2024-08-03,PBM,long,11:04:10,11:06:55,3.5967,3.5678,300,-8.65,0.0085
2024-08-03,PBM,long,11:12:32,11:19:50,3.2728,3.3004,350,9.66,0.0096
2024-08-03,SGD,long,11:29:42,11:35:57,1.96,1.9871,70,1.9,0.0019
2024-08-03,LYT,short,11:33:55,11:44:18,9.075,8.4558,40,24.77,0.0008
2024-11-03,PIK,long,08:13:20,08:58:30,9.7618,10.132,55,20.36,0.0014
2024-11-03,DUO,long,08:29:54,08:36:37,1.25,1.2637,230,3.16,0.0064
2024-11-03,APRE,long,08:35:02,08:39:03,11.3525,10.49,80,-69.0,0.0022
2024-11-03,DUO,long,08:43:15,08:58:15,1.5298,1.3036,1730,-391.33,0.0485
2024-11-03,TCBP,long,09:04:59,09:06:45,1.755,1.781,300,7.8,0.0085
2024-11-03,RVSN,short,09:16:47,09:22:01,3.8517,3.7462,120,12.66,0.0031
2024-11-03,RVSN,short,09:31:18,09:32:06,4.14,3.9489,70,13.38,0.0019
2024-11-03,SGD,short,09:34:34,10:15:56,1.5675,1.4457,140,17.05,0.0038
2024-11-03,TCBP,long,09:40:48,09:57:35,2.2989,2.3279,990,28.7,0.0272
2024-11-03,PIK,short,09:56:40,15:08:08,7.6686,6.927,70,51.91,0.0011
2024-11-03,TCBP,long,10:01:49,10:26:14,2.5827,2.6342,1390,71.47,0.0391
2024-11-03,TCBP,long,10:38:30,10:44:47,2.5617,2.607,292,13.21,0.0085
2024-11-03,TCBP,long,10:52:14,11:00:49,2.22,2.2481,100,2.81,0.0028
2024-11-03,STI,long,11:51:04,13:07:52,2.2987,2.3494,2330,118.07,0.0659
2024-11-03,STI,long,13:10:53,13:10:57,2.24,2.28,17,0.68,0.0004
2024-11-03,STI,short,14:01:02,15:34:49,2.12,1.828,70,20.44,0.0016
2024-11-03,ASLN,long,16:01:55,16:07:09,1.67,1.7614,100,9.14,0.003
2024-12-03,RGLS,long,08:31:32,08:55:13,2.4165,2.4104,1000,-6.09,0.0279
2024-12-03,RGLS,short,08:55:21,09:05:46,2.59,2.5724,280,4.94,0.008
2024-12-03,RGLS,long,09:15:00,09:18:44,2.2916,2.3323,380,15.46,0.0108
2024-12-03,CLRO,long,09:21:52,09:32:13,1.7417,1.7203,290,-6.21,0.0081
2024-12-03,RGLS,long,09:29:25,09:47:42,2.591,2.7043,580,65.72,0.0156
2024-12-03,CLRO,long,09:40:17,09:46:59,1.8545,1.8405,550,-7.7,0.0155
2024-12-03,RGLS,short,09:47:42,11:16:29,2.57,2.5884,720,-13.21,0.0194
2024-12-03,CLRO,short,09:58:11,10:00:04,2.0808,2.1523,240,-17.15,0.0068
2024-12-03,CLRO,long,10:00:19,10:15:29,2.0415,2.0611,902,17.63,0.0255
2024-12-03,CLRO,long,10:17:32,10:38:43,2.1864,2.208,780,16.87,0.0222
2024-12-03,SGLY,short,10:41:52,10:59:41,6.1137,5.6996,95,39.34,0.0022
2024-12-03,RGLS,long,11:21:45,11:38:39,3.1023,3.048,2580,-139.98,0.0733
2024-12-03,RGLS,short,11:45:01,12:17:34,2.6346,2.6191,740,11.47,0.0206
2024-12-03,RGLS,long,12:19:44,12:38:05,2.61,2.617,200,1.39,0.0056
2024-12-03,RGLS,long,12:38:38,13:09:51,2.7376,2.7554,1154,20.55,0.0325
2024-12-03,RGLS,short,14:15:27,14:48:44,2.4933,2.5181,300,-7.43,0.0086
2024-12-03,HNRA,long,14:26:05,14:26:53,4.365,4.3403,200,-4.95,0.0056
2024-12-03,HNRA,long,14:32:52,14:45:56,4.6904,4.7111,280,5.82,0.0076
2024-12-03,HNRA,long,14:46:45,14:48:15,4.525,4.3,140,-31.5,0.004
2024-12-03,RGLS,long,14:49:36,15:05:22,2.6969,2.7085,1000,11.61,0.0279
2024-12-03,HNRA,long,15:03:57,15:29:45,5.0431,5.2816,210,50.07,0.0053
2024-12-03,CLRO,long,15:28:11,15:28:49,2.0,2.0,50,0.0,0.0014
2024-12-03,CLRO,long,15:34:02,15:45:21,2.1619,2.09,1490,-107.16,0.0418
2024-12-03,NCNA,long,16:28:54,16:35:27,0.782,0.8132,580,18.09,0.0161
2024-12-03,NCNA,long,16:47:57,16:50:22,0.811,0.8464,150,5.31,0.0043
2024-01-04,SGRP,long,08:26:01,08:33:42,1.3741,1.3508,580,-13.56,0.0164
2024-01-04,VSTE,short,08:35:27,08:46:26,10.1335,10.819,115,-78.84,0.0032
2024-01-04,VSTE,long,08:47:11,09:37:43,11.1725,11.3515,495,88.63,0.0128
2024-01-04,CXAI,long,09:17:00,09:23:25,3.6535,3.7603,490,52.33,0.0132
2024-01-04,CXAI,long,09:25:17,15:10:58,4.8467,4.8977,5697,290.68,0.1573
2024-01-04,VSTE,short,09:38:03,11:42:17,10.0309,9.2194,81,65.74,0.0014
2024-01-04,AVTX,short,09:45:06,10:07:04,21.196,20.4704,25,18.14,0.0008
2024-01-04,AVTX,long,10:07:04,10:07:25,19.31,19.12,1,-0.19,0.0
2024-01-04,VSTE,short,12:28:26,14:08:31,8.688,8.2888,50,19.96,0.0009
2024-01-04,TPST,short,14:17:06,14:56:20,5.6019,5.5889,240,3.11,0.0067
2024-01-04,CXAI,long,15:11:04,15:41:18,6.52,6.574,520,28.08,0.0146
2024-01-04,CXAI,long,15:44:24,15:45:09,6.43,6.51,50,4.0,0.0016
2024-01-04,CXAI,long,15:46:34,15:47:08,6.306,6.3518,250,11.44,0.0072
2024-01-04,CXAI,long,15:47:37,15:47:55,6.31,6.3324,50,1.12,0.0016
2024-01-04,CXAI,long,15:48:18,16:00:55,6.0469,6.0551,875,7.18,0.0246
2024-01-04,CXAI,long,16:20:59,16:21:34,6.26,6.31,50,2.5,0.0014
2024-02-04,CXAI,short,08:05:22,09:02:45,5.2883,5.1344,240,36.95,0.0066
2024-02-04,VVPR,long,08:31:42,09:17:27,4.6063,4.7174,1420,157.76,0.0393
2024-02-04,VVPR,long,09:30:38,10:27:25,5.891,5.9805,1427,127.81,0.038
2024-02-04,ADTX,short,09:32:15,09:48:22,5.28,4.5791,35,24.53,0.0006
2024-02-04,XTIA,short,09:34:47,10:01:58,3.4604,3.2601,135,27.03,0.0036
2024-02-04,CXAI,short,09:41:12,10:44:58,4.7038,4.5749,120,15.46,0.0033
2024-02-04,XTIA,short,10:11:17,11:43:42,3.7344,3.7141,665,13.44,0.0187
2024-02-04,VVPR,long,10:36:01,11:08:31,5.9269,5.8777,361,-17.77,0.0101
2024-02-04,CXAI,long,10:44:58,10:45:14,4.42,4.43,3,0.03,0.0
2024-02-04,VVPR,short,11:09:29,11:49:12,5.515,5.5305,100,-1.55,0.0027
2024-02-04,XTIA,short,11:44:10,11:54:50,3.95,3.934,70,1.12,0.0018
2024-02-04,VVPR,long,12:01:57,12:07:50,5.7247,5.7038,170,-3.55,0.0048
2024-02-04,XTIA,long,12:06:52,12:11:36,3.9141,3.949,220,7.68,0.0061
2024-02-04,VVPR,long,12:35:47,12:41:07,5.76,5.9522,100,19.22,0.0024
2024-02-04,VVPR,long,12:41:24,13:53:35,6.8488,6.875,2486,65.21,0.071
2024-02-04,VVPR,long,14:03:24,14:03:34,6.25,6.25,70,0.0,0.002
2024-02-04,VVPR,short,14:37:47,15:14:25,6.4307,6.4913,290,-17.59,0.0082
2024-02-04,VVPR,long,15:14:25,15:18:42,6.3495,6.1159,808,-188.75,0.023
2024-02-04,VVPR,short,15:22:46,15:58:11,6.0481,5.9609,260,22.66,0.0069
2024-03-04,HSDT,long,07:49:20,08:02:49,7.74,7.795,100,5.5,0.0029
2024-03-04,VVPR,short,08:19:08,08:26:59,6.5885,6.8913,200,-60.55,0.0056
2024-03-04,VVPR,long,08:28:06,08:43:53,6.987,7.1096,500,61.31,0.0142
2024-03-04,VVPR,long,08:48:21,10:23:19,8.459,8.4704,2375,27.06,0.0667
2024-03-04,CXAI,short,09:05:36,11:43:12,5.2783,5.2535,540,13.4,0.0145
2024-03-04,ABIO,short,10:11:47,10:48:38,3.7117,3.5599,345,52.39,0.0092
2024-03-04,VVPR,short,10:42:26,14:26:42,7.7078,7.4165,180,52.43,0.0051
2024-03-04,BROG,long,10:55:52,11:00:49,5.7533,5.9531,210,41.95,0.0061
2024-03-04,BROG,long,11:07:55,11:11:17,5.7791,5.6195,340,-54.28,0.0096
2024-03-04,BROG,long,11:12:09,11:15:11,4.9706,4.6785,470,-137.3,0.0132
2024-03-04,BROG,short,11:18:18,11:57:06,4.3123,3.9349,130,49.06,0.0031
2024-03-04,BROG,short,12:39:52,15:18:23,2.5238,2.4323,208,19.03,0.0057
2024-03-04,BROG,short,15:18:54,15:19:30,1.97,1.96,1,0.01,0.0
2024-03-04,CGC,short,15:45:14,15:59:41,10.89,10.7838,70,7.43,0.002
2024-04-04,CADL,short,08:10:19,08:10:57,2.3657,2.5343,350,-59.0,0.0097
2024-04-04,CADL,long,08:10:57,08:11:20,2.5,2.52,50,1.0,0.0015
2024-04-04,CADL,long,08:11:51,08:12:42,2.3781,2.3245,680,-36.51,0.019
2024-04-04,CADL,short,08:12:42,08:21:13,2.4151,2.2978,299,35.09,0.0086
2024-04-04,TCBP,long,08:40:08,08:49:31,2.2671,2.3048,1670,62.96,0.0468
2024-04-04,TVGN,short,08:50:52,09:16:14,5.0767,4.9113,210,34.72,0.0061
2024-04-04,TCBP,long,08:59:02,09:01:26,2.12,2.1467,150,4.0,0.0042
2024-04-04,HWH,short,09:30:46,13:25:59,2.506,2.2306,125,34.42,0.0035
2024-04-04,TCBP,short,09:31:21,09:32:03,2.4167,2.68,150,-39.5,0.0042
2024-04-04,TCBP,long,09:32:55,10:08:28,2.7983,2.8047,2165,13.96,0.0614
2024-04-04,TVGN,short,09:39:29,09:47:02,4.51,4.2278,50,14.11,0.0012
2024-04-04,CADL,short,09:39:48,11:04:09,2.3906,2.3415,550,26.96,0.0149
2024-04-04,TCBP,short,10:08:32,10:25:19,2.556,2.4907,150,9.8,0.0043
2024-04-04,CGC,short,10:37:18,11:12:52,10.854,10.7656,265,23.41,0.0074
2024-04-04,CADL,short,11:04:47,11:07:48,2.61,2.6014,140,1.2,0.0039
2024-04-04,VVPR,short,11:17:31,12:33:36,6.84,6.5271,70,21.9,0.002
2024-04-04,CGC,short,11:17:55,11:18:07,10.9,10.89,20,0.2,0.0005
2024-04-04,CGC,short,11:48:27,12:24:28,11.0796,10.9211,230,36.45,0.0063
2024-04-04,CADL,long,12:02:21,12:22:48,2.793,2.824,870,26.94,0.0241
2024-04-04,CADL,long,12:56:04,13:24:26,3.1278,3.2262,153,15.05,0.004
2024-04-04,CADL,long,13:27:00,14:26:25,3.3789,3.4339,450,24.77,0.0121
2024-04-04,CADL,long,14:27:21,15:46:49,5.0297,5.0728,2525,108.86,0.0707
2024-04-04,CADL,long,15:47:18,15:50:06,6.215,6.2824,140,9.43,0.0036
2024-04-04,CADL,long,16:00:47,16:01:58,6.36,6.275,50,-4.25,0.0015
2024-04-04,CADL,long,17:31:05,17:37:41,9.73,9.8706,50,7.03,0.0014
2024-05-04,CADL,short,07:09:55,08:13:50,8.3487,8.0664,155,43.76,0.004
2024-05-04,CADL,short,08:14:59,10:07:00,6.7253,6.783,395,-22.78,0.011
2024-05-04,GCTS,long,08:16:46,08:28:09,10.3025,10.4687,440,73.14,0.0124
2024-05-04,GCTS,long,08:30:29,08:56:41,10.8497,10.9054,365,20.31,0.0098
2024-05-04,GCTS,long,09:03:18,09:13:18,11.4164,11.538,165,20.07,0.0044
2024-05-04,GCTS,long,09:13:43,09:14:20,11.905,11.9866,50,4.08,0.0014
2024-05-04,GCTS,long,09:22:05,09:25:01,10.9271,10.9993,70,5.05,0.0018
2024-05-04,MDIA,short,09:31:59,09:40:22,2.9642,3.2711,260,-79.8,0.0073
2024-05-04,HUBC,short,09:37:40,09:45:16,1.6771,1.6516,170,4.33,0.0048
2024-05-04,MDIA,long,09:42:36,09:44:05,3.405,3.464,200,11.81,0.0057
2024-05-04,GCTS,short,09:42:43,10:11:33,9.115,8.3743,60,44.44,0.0014
2024-05-04,MDIA,short,09:44:05,09:44:12,3.49,3.5457,7,-0.39,0.0002
2024-05-04,MDIA,long,09:45:25,09:49:09,3.302,3.3424,125,5.05,0.0036
2024-05-04,MDIA,long,09:51:25,09:58:19,3.4974,3.5126,434,6.59,0.0118
2024-05-04,MDIA,short,09:58:19,09:58:54,3.84,3.83,13,0.13,0.0004
2024-05-04,MDIA,long,10:07:14,10:54:56,4.2724,4.3324,1741,104.43,0.0489
2024-05-04,CADL,long,10:14:32,10:15:46,6.92,7.1152,93,18.15,0.0026
2024-05-04,CADL,long,10:35:36,10:40:12,7.0287,7.0458,318,5.42,0.0089
2024-05-04,GCTS,short,10:45:35,11:03:57,9.322,8.9767,75,25.9,0.0018
2024-05-04,MDIA,long,10:56:05,11:30:16,5.4875,5.3948,2770,-256.94,0.0783
2024-05-04,CADL,long,11:22:29,11:23:58,8.19,8.335,100,14.5,0.0028
2024-05-04,CADL,long,11:28:44,11:29:48,8.27,8.2175,250,-13.13,0.007
2024-05-04,MDIA,long,11:32:59,11:37:55,5.214,5.2677,250,13.43,0.0072
2024-05-04,CADL,long,11:41:01,11:50:38,10.0735,10.1226,925,45.39,0.0254
2024-05-04,CADL,long,11:52:32,11:52:53,9.4647,9.58,100,11.53,0.0029
